1	3.004302457
2	1.518667544
2	6.567985767
3	8.287838372
3	4.980354054
3	8.587862871
3	5.021142474
3	6.880857855
3	12.78364867
4	12.48874491
4	12.80494774
4	14.87801705
4	9.799721359
4	10.61794729
4	13.77171498
4	12.82651595
4	13.56468836
4	13.54880061
4	11.41897669
4	9.646560665
4	7.216073776
4	14.53905951
4	16.19814758
4	15.63794469
4	14.94597638
4	15.09325752
4	8.816863726
4	17.73530234
4	8.282054319
4	8.731860385
4	12.38530263
4	7.660397976
4	9.927343159
5	11.51191953
5	12.70961909
5	18.13113214
5	22.42364877
5	14.94707911
5	22.86183815
5	21.00826534
5	17.44808801
5	11.71939
5	17.23856647
5	24.25187652
5	23.00114611
5	14.49945314
5	17.34403442
5	19.12593055
5	19.10007353
5	22.76418538
5	14.9584841
5	19.28778927
5	12.46974227
5	25.95358692
5	17.33891371
5	21.86613438
5	13.04683637
5	20.14029366
5	18.10011168
5	14.81340066
5	14.13221553
5	16.12199304
5	20.59282328
5	21.1283507
5	17.55399396
5	13.6900946
5	18.61919563
5	13.80995308
5	15.24115804
5	17.91392552
5	17.49551523
5	18.13309035
5	22.18084341
5	14.15500227
5	15.55513732
5	24.94408066
5	16.34916203
5	12.7038927
5	25.20445049
5	20.53953984
5	17.09700334
5	16.45824588
5	25.62151528
5	10.64151983
5	24.60386808
5	23.87872752
5	14.69108057
5	18.69417606
5	18.91930862
5	18.44279018
5	11.00556834
5	18.90982206
5	15.95490882
5	17.88818582
5	10.7740069
5	19.51224787
5	17.76938277
5	18.40323702
5	14.57197732
5	15.64729597
5	12.83799537
5	24.47488739
5	18.6471969
5	21.15679518
5	17.58564953
5	19.02341059
5	11.99088279
5	11.82893414
5	11.86139752
5	19.227661
5	14.8031808
5	19.12841747
5	25.93113273
5	16.39090303
5	20.55339486
5	23.24260909
5	20.6270003
5	18.77664981
5	16.33884802
5	20.16348307
5	12.75866599
5	19.04519104
5	16.54045224
5	26.40073982
5	17.95549307
5	14.19130284
5	15.32134031
5	20.21633398
5	20.58072387
5	16.23090055
5	18.47885504
5	17.94618533
5	12.98733166
5	17.7780273
5	22.89628237
5	24.06142561
5	15.24825631
5	18.86117383
5	18.17260402
5	15.77048287
5	20.49348031
5	20.95748141
5	15.7093788
5	16.86273342
5	15.76525561
5	15.07298527
5	15.73894791
5	21.90266403
5	25.72179469
5	17.67645812
5	14.84379997
5	17.52294089
5	23.56882898
